Detector,Descriptor,Selector,Img,TTC-Lidar,TTC-Cam,TTC-diff
SIFT,BRIEF,SEL_KNN,7,34.3404,14.9089,19.4315
SIFT,BRIEF,SEL_KNN,8,18.7875,15.8058,2.98172
SIFT,BRIEF,SEL_KNN,9,15.8894,12.1096,3.77974
SIFT,BRIEF,SEL_KNN,10,13.7297,11.3219,2.40779
SIFT,BRIEF,SEL_KNN,11,10.4914,11.9296,-1.43818
SIFT,BRIEF,SEL_KNN,12,10.1,11.433,-1.33302
SIFT,BRIEF,SEL_KNN,13,9.22307,9.27531,-0.0522374
SIFT,BRIEF,SEL_KNN,14,10.9678,11.4239,-0.456146
SIFT,BRIEF,SEL_KNN,15,8.09422,9.28974,-1.19553
SIFT,BRIEF,SEL_KNN,16,8.81392,8.36304,0.450885
SIFT,BRIEF,SEL_KNN,17,10.2926,9.84174,0.450811
SIFT,BRIEF,SEL_KNN,18,8.30978,10.702,-2.39226



SIFT,SIFT,SEL_NN,1,12.9722,11.6786,1.29356
SIFT,SIFT,SEL_NN,2,12.264,19.8304,-7.56641
SIFT,SIFT,SEL_NN,3,13.9161,13.9348,-0.0186244
SIFT,SIFT,SEL_NN,4,14.8865,25.1312,-10.2447
SIFT,SIFT,SEL_NN,5,12.1873,18.4401,-6.25282
SIFT,SIFT,SEL_NN,6,7.50199,13.3393,-5.83727
SIFT,SIFT,SEL_NN,7,34.3404,15.8379,18.5025
SIFT,SIFT,SEL_NN,8,18.7875,-34.7641,53.5516
SIFT,SIFT,SEL_NN,9,15.8894,15.4207,0.468734
SIFT,SIFT,SEL_NN,10,13.7297,12.378,1.35162
SIFT,SIFT,SEL_NN,11,10.4914,12.0448,-1.55339
SIFT,SIFT,SEL_NN,12,10.1,14.0729,-3.97295
SIFT,SIFT,SEL_NN,13,9.22307,10.7314,-1.50835
SIFT,SIFT,SEL_NN,14,10.9678,14.7355,-3.76775
SIFT,SIFT,SEL_NN,15,8.09422,10.0043,-1.91011
SIFT,SIFT,SEL_NN,16,8.81392,9.92335,-1.10943
SIFT,SIFT,SEL_NN,17,10.2926,8.92663,1.36592
SIFT,SIFT,SEL_NN,18,8.30978,9.75418,-1.44441

SIFT,SIFT,SEL_KNN,1,12.9722,11.3857,1.58645
SIFT,SIFT,SEL_KNN,2,12.264,12.5728,-0.308722
SIFT,SIFT,SEL_KNN,3,13.9161,12.8458,1.07034
SIFT,SIFT,SEL_KNN,4,14.8865,19.5895,-4.70298
SIFT,SIFT,SEL_KNN,5,12.1873,12.5985,-0.411237
SIFT,SIFT,SEL_KNN,6,7.50199,11.2969,-3.79488
SIFT,SIFT,SEL_KNN,7,34.3404,13.5735,20.767
SIFT,SIFT,SEL_KNN,8,18.7875,14.6941,4.09337
SIFT,SIFT,SEL_KNN,9,15.8894,13.3986,2.49083
SIFT,SIFT,SEL_KNN,10,13.7297,11.3792,2.35042
SIFT,SIFT,SEL_KNN,11,10.4914,11.2887,-0.797339
SIFT,SIFT,SEL_KNN,12,10.1,11.4077,-1.30769
SIFT,SIFT,SEL_KNN,13,9.22307,10.0082,-0.785094
SIFT,SIFT,SEL_KNN,14,10.9678,10.5761,0.391687
SIFT,SIFT,SEL_KNN,15,8.09422,10.0734,-1.97923
SIFT,SIFT,SEL_KNN,16,8.81392,9.05262,-0.238692
SIFT,SIFT,SEL_KNN,17,10.2926,8.69158,1.60097
SIFT,SIFT,SEL_KNN,18,8.30978,8.92371,-0.613933

